Code Tâche;Famille Code;Famille;Commentaire / Type d’équipe;Catégorie Code;Catégorie;Sous-catégorie Code;Sous-catégorie;Nom de la tâche;Description détaillée;Unité;Rendement (h/Unité) - estimatif;Contrôles Qualité (résumé);Normes / Références
FT12/CT05/SC05/T16;FT12;Bardages & vêtures extérieures;;FT12/CT05;Gestion des Ouvrages Techniques;FT12/CT05/SC05;Joints de Dilatation et Couvre-joints de Façade;Mise en place / Pose – ;Exécuter la mise en œuvre conformément aux normes DTU/RE 2020.;m²;0,57;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT12/CT05/SC05/T17;FT12;Bardages & vêtures extérieures;;FT12/CT05;Gestion des Ouvrages Techniques;FT12/CT05/SC05;Joints de Dilatation et Couvre-joints de Façade;Fixations / Assemblages – ;Réaliser ancrages, vissage, scellements, contrôles de couple/adhérence.;m²;0,6;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT12/CT05/SC05/T18;FT12;Bardages & vêtures extérieures;;FT12/CT05;Gestion des Ouvrages Techniques;FT12/CT05/SC05;Joints de Dilatation et Couvre-joints de Façade;Raccordements – ;Effectuer raccordements fonctionnels et étanches (fluides/élec/air).;m²;0,63;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT12/CT05/SC05/T19;FT12;Bardages & vêtures extérieures;;FT12/CT05;Gestion des Ouvrages Techniques;FT12/CT05/SC05;Joints de Dilatation et Couvre-joints de Façade;Traitements & protections – ;Appliquer traitements (anticorrosion/étanchéité/feu) et protections provisoires.;m²;0,66;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT12/CT05/SC06/T01;FT12;Bardages & vêtures extérieures;;FT12/CT05;Gestion des Ouvrages Techniques;FT12/CT05/SC06;Contrôle d'étanchéité à l'Air et à l'Eau (QEB);Études & préparation – ;Analyser plans et CCTP, repérer interfaces et contraintes, établir mode opératoire.;m²;0,57;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT12/CT05/SC06/T02;FT12;Bardages & vêtures extérieures;;FT12/CT05;Gestion des Ouvrages Techniques;FT12/CT05/SC06;Contrôle d'étanchéité à l'Air et à l'Eau (QEB);Traçage & implantation – ;Tracer axes, niveaux et réservations, contrôler tolérances (laser, niveau).;m²;0,6;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT12/CT05/SC06/T03;FT12;Bardages & vêtures extérieures;;FT12/CT05;Gestion des Ouvrages Techniques;FT12/CT05/SC06;Contrôle d'étanchéité à l'Air et à l'Eau (QEB);Approvisionnement & stockage – ;Planifier, réceptionner et stocker matériaux selon fiches techniques.;m²;0,63;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT12/CT05/SC06/T04;FT12;Bardages & vêtures extérieures;;FT12/CT05;Gestion des Ouvrages Techniques;FT12/CT05/SC06;Contrôle d'étanchéité à l'Air et à l'Eau (QEB);Mise en place / Pose – ;Exécuter la mise en œuvre conformément aux normes DTU/RE 2020.;m²;0,66;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT12/CT05/SC06/T05;FT12;Bardages & vêtures extérieures;;FT12/CT05;Gestion des Ouvrages Techniques;FT12/CT05/SC06;Contrôle d'étanchéité à l'Air et à l'Eau (QEB);Fixations / Assemblages – ;Réaliser ancrages, vissage, scellements, contrôles de couple/adhérence.;m²;0,54;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT12/CT05/SC06/T06;FT12;Bardages & vêtures extérieures;;FT12/CT05;Gestion des Ouvrages Techniques;FT12/CT05/SC06;Contrôle d'étanchéité à l'Air et à l'Eau (QEB);Raccordements – ;Effectuer raccordements fonctionnels et étanches (fluides/élec/air).;m²;0,57;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT12/CT05/SC06/T07;FT12;Bardages & vêtures extérieures;;FT12/CT05;Gestion des Ouvrages Techniques;FT12/CT05/SC06;Contrôle d'étanchéité à l'Air et à l'Eau (QEB);Traitements & protections – ;Appliquer traitements (anticorrosion/étanchéité/feu) et protections provisoires.;m²;0,6;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT12/CT05/SC06/T08;FT12;Bardages & vêtures extérieures;;FT12/CT05;Gestion des Ouvrages Techniques;FT12/CT05/SC06;Contrôle d'étanchéité à l'Air et à l'Eau (QEB);Contrôles qualité – ;Vérifier conformité visuelle et dimensionnelle, PV de contrôle et photos.;m²;0,63;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT12/CT05/SC06/T09;FT12;Bardages & vêtures extérieures;;FT12/CT05;Gestion des Ouvrages Techniques;FT12/CT05/SC06;Contrôle d'étanchéité à l'Air et à l'Eau (QEB);Nettoyage & déblais – ;Évacuer chutes, nettoyer zone, trier déchets selon filières agréées.;m²;0,66;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT12/CT05/SC06/T10;FT12;Bardages & vêtures extérieures;;FT12/CT05;Gestion des Ouvrages Techniques;FT12/CT05/SC06;Contrôle d'étanchéité à l'Air et à l'Eau (QEB);Mises en service / Essais – ;Procéder aux essais, réglages et mise en service avec PV.;m²;0,54;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT12/CT05/SC06/T11;FT12;Bardages & vêtures extérieures;;FT12/CT05;Gestion des Ouvrages Techniques;FT12/CT05/SC06;Contrôle d'étanchéité à l'Air et à l'Eau (QEB);Finitions – ;Réaliser finitions, joints et retouches pour conformité esthétique.;m²;0,57;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT12/CT05/SC06/T12;FT12;Bardages & vêtures extérieures;;FT12/CT05;Gestion des Ouvrages Techniques;FT12/CT05/SC06;Contrôle d'étanchéité à l'Air et à l'Eau (QEB);Réception interne – ;Effectuer auto-contrôle, corriger non-conformités, préparer DOE.;m²;0,6;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT12/CT05/SC06/T13;FT12;Bardages & vêtures extérieures;;FT12/CT05;Gestion des Ouvrages Techniques;FT12/CT05/SC06;Contrôle d'étanchéité à l'Air et à l'Eau (QEB);Études & préparation – ;Analyser plans et CCTP, repérer interfaces et contraintes, établir mode opératoire.;m²;0,63;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT12/CT05/SC06/T14;FT12;Bardages & vêtures extérieures;;FT12/CT05;Gestion des Ouvrages Techniques;FT12/CT05/SC06;Contrôle d'étanchéité à l'Air et à l'Eau (QEB);Traçage & implantation – ;Tracer axes, niveaux et réservations, contrôler tolérances (laser, niveau).;m²;0,66;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT12/CT05/SC06/T15;FT12;Bardages & vêtures extérieures;;FT12/CT05;Gestion des Ouvrages Techniques;FT12/CT05/SC06;Contrôle d'étanchéité à l'Air et à l'Eau (QEB);Approvisionnement & stockage – ;Planifier, réceptionner et stocker matériaux selon fiches techniques.;m²;0,54;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT12/CT05/SC06/T16;FT12;Bardages & vêtures extérieures;;FT12/CT05;Gestion des Ouvrages Techniques;FT12/CT05/SC06;Contrôle d'étanchéité à l'Air et à l'Eau (QEB);Mise en place / Pose – ;Exécuter la mise en œuvre conformément aux normes DTU/RE 2020.;m²;0,57;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT12/CT05/SC06/T17;FT12;Bardages & vêtures extérieures;;FT12/CT05;Gestion des Ouvrages Techniques;FT12/CT05/SC06;Contrôle d'étanchéité à l'Air et à l'Eau (QEB);Fixations / Assemblages – ;Réaliser ancrages, vissage, scellements, contrôles de couple/adhérence.;m²;0,6;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT12/CT05/SC06/T18;FT12;Bardages & vêtures extérieures;;FT12/CT05;Gestion des Ouvrages Techniques;FT12/CT05/SC06;Contrôle d'étanchéité à l'Air et à l'Eau (QEB);Raccordements – ;Effectuer raccordements fonctionnels et étanches (fluides/élec/air).;m²;0,63;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT12/CT05/SC06/T19;FT12;Bardages & vêtures extérieures;;FT12/CT05;Gestion des Ouvrages Techniques;FT12/CT05/SC06;Contrôle d'étanchéité à l'Air et à l'Eau (QEB);Traitements & protections – ;Appliquer traitements (anticorrosion/étanchéité/feu) et protections provisoires.;m²;0,66;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT12/CT05/SC06/T20;FT12;Bardages & vêtures extérieures;;FT12/CT05;Gestion des Ouvrages Techniques;FT12/CT05/SC06;Contrôle d'étanchéité à l'Air et à l'Eau (QEB);Contrôles qualité – ;Vérifier conformité visuelle et dimensionnelle, PV de contrôle et photos.;m²;0,54;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT12/CT06/SC01/T01;FT12;Bardages & vêtures extérieures;;FT12/CT06;Finitions et Contrôle Final;FT12/CT06/SC01;Réalisation des Joints d'Étanchéité et Calfeutrements;Études & préparation – ;Analyser plans et CCTP, repérer interfaces et contraintes, établir mode opératoire.;m²;0,57;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT12/CT06/SC01/T02;FT12;Bardages & vêtures extérieures;;FT12/CT06;Finitions et Contrôle Final;FT12/CT06/SC01;Réalisation des Joints d'Étanchéité et Calfeutrements;Traçage & implantation – ;Tracer axes, niveaux et réservations, contrôler tolérances (laser, niveau).;m²;0,6;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT12/CT06/SC01/T03;FT12;Bardages & vêtures extérieures;;FT12/CT06;Finitions et Contrôle Final;FT12/CT06/SC01;Réalisation des Joints d'Étanchéité et Calfeutrements;Approvisionnement & stockage – ;Planifier, réceptionner et stocker matériaux selon fiches techniques.;m²;0,63;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT12/CT06/SC01/T04;FT12;Bardages & vêtures extérieures;;FT12/CT06;Finitions et Contrôle Final;FT12/CT06/SC01;Réalisation des Joints d'Étanchéité et Calfeutrements;Mise en place / Pose – ;Exécuter la mise en œuvre conformément aux normes DTU/RE 2020.;m²;0,66;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT12/CT06/SC01/T05;FT12;Bardages & vêtures extérieures;;FT12/CT06;Finitions et Contrôle Final;FT12/CT06/SC01;Réalisation des Joints d'Étanchéité et Calfeutrements;Fixations / Assemblages – ;Réaliser ancrages, vissage, scellements, contrôles de couple/adhérence.;m²;0,54;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT12/CT06/SC01/T06;FT12;Bardages & vêtures extérieures;;FT12/CT06;Finitions et Contrôle Final;FT12/CT06/SC01;Réalisation des Joints d'Étanchéité et Calfeutrements;Raccordements – ;Effectuer raccordements fonctionnels et étanches (fluides/élec/air).;m²;0,57;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT12/CT06/SC01/T07;FT12;Bardages & vêtures extérieures;;FT12/CT06;Finitions et Contrôle Final;FT12/CT06/SC01;Réalisation des Joints d'Étanchéité et Calfeutrements;Traitements & protections – ;Appliquer traitements (anticorrosion/étanchéité/feu) et protections provisoires.;m²;0,6;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT12/CT06/SC01/T08;FT12;Bardages & vêtures extérieures;;FT12/CT06;Finitions et Contrôle Final;FT12/CT06/SC01;Réalisation des Joints d'Étanchéité et Calfeutrements;Contrôles qualité – ;Vérifier conformité visuelle et dimensionnelle, PV de contrôle et photos.;m²;0,63;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT12/CT06/SC01/T09;FT12;Bardages & vêtures extérieures;;FT12/CT06;Finitions et Contrôle Final;FT12/CT06/SC01;Réalisation des Joints d'Étanchéité et Calfeutrements;Nettoyage & déblais – ;Évacuer chutes, nettoyer zone, trier déchets selon filières agréées.;m²;0,66;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT12/CT06/SC01/T10;FT12;Bardages & vêtures extérieures;;FT12/CT06;Finitions et Contrôle Final;FT12/CT06/SC01;Réalisation des Joints d'Étanchéité et Calfeutrements;Mises en service / Essais – ;Procéder aux essais, réglages et mise en service avec PV.;m²;0,54;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT12/CT06/SC01/T11;FT12;Bardages & vêtures extérieures;;FT12/CT06;Finitions et Contrôle Final;FT12/CT06/SC01;Réalisation des Joints d'Étanchéité et Calfeutrements;Finitions – ;Réaliser finitions, joints et retouches pour conformité esthétique.;m²;0,57;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT12/CT06/SC01/T12;FT12;Bardages & vêtures extérieures;;FT12/CT06;Finitions et Contrôle Final;FT12/CT06/SC01;Réalisation des Joints d'Étanchéité et Calfeutrements;Réception interne – ;Effectuer auto-contrôle, corriger non-conformités, préparer DOE.;m²;0,6;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT12/CT06/SC01/T13;FT12;Bardages & vêtures extérieures;;FT12/CT06;Finitions et Contrôle Final;FT12/CT06/SC01;Réalisation des Joints d'Étanchéité et Calfeutrements;Études & préparation – ;Analyser plans et CCTP, repérer interfaces et contraintes, établir mode opératoire.;m²;0,63;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT12/CT06/SC01/T14;FT12;Bardages & vêtures extérieures;;FT12/CT06;Finitions et Contrôle Final;FT12/CT06/SC01;Réalisation des Joints d'Étanchéité et Calfeutrements;Traçage & implantation – ;Tracer axes, niveaux et réservations, contrôler tolérances (laser, niveau).;m²;0,66;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT12/CT06/SC01/T15;FT12;Bardages & vêtures extérieures;;FT12/CT06;Finitions et Contrôle Final;FT12/CT06/SC01;Réalisation des Joints d'Étanchéité et Calfeutrements;Approvisionnement & stockage – ;Planifier, réceptionner et stocker matériaux selon fiches techniques.;m²;0,54;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT12/CT06/SC01/T16;FT12;Bardages & vêtures extérieures;;FT12/CT06;Finitions et Contrôle Final;FT12/CT06/SC01;Réalisation des Joints d'Étanchéité et Calfeutrements;Mise en place / Pose – ;Exécuter la mise en œuvre conformément aux normes DTU/RE 2020.;m²;0,57;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT12/CT06/SC01/T17;FT12;Bardages & vêtures extérieures;;FT12/CT06;Finitions et Contrôle Final;FT12/CT06/SC01;Réalisation des Joints d'Étanchéité et Calfeutrements;Fixations / Assemblages – ;Réaliser ancrages, vissage, scellements, contrôles de couple/adhérence.;m²;0,6;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT12/CT06/SC01/T18;FT12;Bardages & vêtures extérieures;;FT12/CT06;Finitions et Contrôle Final;FT12/CT06/SC01;Réalisation des Joints d'Étanchéité et Calfeutrements;Raccordements – ;Effectuer raccordements fonctionnels et étanches (fluides/élec/air).;m²;0,63;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT12/CT06/SC01/T19;FT12;Bardages & vêtures extérieures;;FT12/CT06;Finitions et Contrôle Final;FT12/CT06/SC01;Réalisation des Joints d'Étanchéité et Calfeutrements;Traitements & protections – ;Appliquer traitements (anticorrosion/étanchéité/feu) et protections provisoires.;m²;0,66;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT12/CT06/SC01/T20;FT12;Bardages & vêtures extérieures;;FT12/CT06;Finitions et Contrôle Final;FT12/CT06/SC01;Réalisation des Joints d'Étanchéité et Calfeutrements;Contrôles qualité – ;Vérifier conformité visuelle et dimensionnelle, PV de contrôle et photos.;m²;0,54;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT12/CT06/SC02/T01;FT12;Bardages & vêtures extérieures;;FT12/CT06;Finitions et Contrôle Final;FT12/CT06/SC02;Pose des Bavettes et Profils de Recouvrement;Études & préparation – ;Analyser plans et CCTP, repérer interfaces et contraintes, établir mode opératoire.;m²;0,57;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT12/CT06/SC02/T02;FT12;Bardages & vêtures extérieures;;FT12/CT06;Finitions et Contrôle Final;FT12/CT06/SC02;Pose des Bavettes et Profils de Recouvrement;Traçage & implantation – ;Tracer axes, niveaux et réservations, contrôler tolérances (laser, niveau).;m²;0,6;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT12/CT06/SC02/T03;FT12;Bardages & vêtures extérieures;;FT12/CT06;Finitions et Contrôle Final;FT12/CT06/SC02;Pose des Bavettes et Profils de Recouvrement;Approvisionnement & stockage – ;Planifier, réceptionner et stocker matériaux selon fiches techniques.;m²;0,63;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT12/CT06/SC02/T04;FT12;Bardages & vêtures extérieures;;FT12/CT06;Finitions et Contrôle Final;FT12/CT06/SC02;Pose des Bavettes et Profils de Recouvrement;Mise en place / Pose – ;Exécuter la mise en œuvre conformément aux normes DTU/RE 2020.;m²;0,66;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT12/CT06/SC02/T05;FT12;Bardages & vêtures extérieures;;FT12/CT06;Finitions et Contrôle Final;FT12/CT06/SC02;Pose des Bavettes et Profils de Recouvrement;Fixations / Assemblages – ;Réaliser ancrages, vissage, scellements, contrôles de couple/adhérence.;m²;0,54;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT12/CT06/SC02/T06;FT12;Bardages & vêtures extérieures;;FT12/CT06;Finitions et Contrôle Final;FT12/CT06/SC02;Pose des Bavettes et Profils de Recouvrement;Raccordements – ;Effectuer raccordements fonctionnels et étanches (fluides/élec/air).;m²;0,57;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT12/CT06/SC02/T07;FT12;Bardages & vêtures extérieures;;FT12/CT06;Finitions et Contrôle Final;FT12/CT06/SC02;Pose des Bavettes et Profils de Recouvrement;Traitements & protections – ;Appliquer traitements (anticorrosion/étanchéité/feu) et protections provisoires.;m²;0,6;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT12/CT06/SC02/T08;FT12;Bardages & vêtures extérieures;;FT12/CT06;Finitions et Contrôle Final;FT12/CT06/SC02;Pose des Bavettes et Profils de Recouvrement;Contrôles qualité – ;Vérifier conformité visuelle et dimensionnelle, PV de contrôle et photos.;m²;0,63;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT12/CT06/SC02/T09;FT12;Bardages & vêtures extérieures;;FT12/CT06;Finitions et Contrôle Final;FT12/CT06/SC02;Pose des Bavettes et Profils de Recouvrement;Nettoyage & déblais – ;Évacuer chutes, nettoyer zone, trier déchets selon filières agréées.;m²;0,66;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT12/CT06/SC02/T10;FT12;Bardages & vêtures extérieures;;FT12/CT06;Finitions et Contrôle Final;FT12/CT06/SC02;Pose des Bavettes et Profils de Recouvrement;Mises en service / Essais – ;Procéder aux essais, réglages et mise en service avec PV.;m²;0,54;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT12/CT06/SC02/T11;FT12;Bardages & vêtures extérieures;;FT12/CT06;Finitions et Contrôle Final;FT12/CT06/SC02;Pose des Bavettes et Profils de Recouvrement;Finitions – ;Réaliser finitions, joints et retouches pour conformité esthétique.;m²;0,57;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT12/CT06/SC02/T12;FT12;Bardages & vêtures extérieures;;FT12/CT06;Finitions et Contrôle Final;FT12/CT06/SC02;Pose des Bavettes et Profils de Recouvrement;Réception interne – ;Effectuer auto-contrôle, corriger non-conformités, préparer DOE.;m²;0,6;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT12/CT06/SC02/T13;FT12;Bardages & vêtures extérieures;;FT12/CT06;Finitions et Contrôle Final;FT12/CT06/SC02;Pose des Bavettes et Profils de Recouvrement;Études & préparation – ;Analyser plans et CCTP, repérer interfaces et contraintes, établir mode opératoire.;m²;0,63;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT12/CT06/SC02/T14;FT12;Bardages & vêtures extérieures;;FT12/CT06;Finitions et Contrôle Final;FT12/CT06/SC02;Pose des Bavettes et Profils de Recouvrement;Traçage & implantation – ;Tracer axes, niveaux et réservations, contrôler tolérances (laser, niveau).;m²;0,66;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT12/CT06/SC02/T15;FT12;Bardages & vêtures extérieures;;FT12/CT06;Finitions et Contrôle Final;FT12/CT06/SC02;Pose des Bavettes et Profils de Recouvrement;Approvisionnement & stockage – ;Planifier, réceptionner et stocker matériaux selon fiches techniques.;m²;0,54;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT12/CT06/SC02/T16;FT12;Bardages & vêtures extérieures;;FT12/CT06;Finitions et Contrôle Final;FT12/CT06/SC02;Pose des Bavettes et Profils de Recouvrement;Mise en place / Pose – ;Exécuter la mise en œuvre conformément aux normes DTU/RE 2020.;m²;0,57;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT12/CT06/SC02/T17;FT12;Bardages & vêtures extérieures;;FT12/CT06;Finitions et Contrôle Final;FT12/CT06/SC02;Pose des Bavettes et Profils de Recouvrement;Fixations / Assemblages – ;Réaliser ancrages, vissage, scellements, contrôles de couple/adhérence.;m²;0,6;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT12/CT06/SC02/T18;FT12;Bardages & vêtures extérieures;;FT12/CT06;Finitions et Contrôle Final;FT12/CT06/SC02;Pose des Bavettes et Profils de Recouvrement;Raccordements – ;Effectuer raccordements fonctionnels et étanches (fluides/élec/air).;m²;0,63;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT12/CT06/SC03/T01;FT12;Bardages & vêtures extérieures;;FT12/CT06;Finitions et Contrôle Final;FT12/CT06/SC03;Nettoyage et Protection des Surfaces Finies;Études & préparation – ;Analyser plans et CCTP, repérer interfaces et contraintes, établir mode opératoire.;m²;0,57;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT12/CT06/SC03/T02;FT12;Bardages & vêtures extérieures;;FT12/CT06;Finitions et Contrôle Final;FT12/CT06/SC03;Nettoyage et Protection des Surfaces Finies;Traçage & implantation – ;Tracer axes, niveaux et réservations, contrôler tolérances (laser, niveau).;m²;0,6;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT12/CT06/SC03/T03;FT12;Bardages & vêtures extérieures;;FT12/CT06;Finitions et Contrôle Final;FT12/CT06/SC03;Nettoyage et Protection des Surfaces Finies;Approvisionnement & stockage – ;Planifier, réceptionner et stocker matériaux selon fiches techniques.;m²;0,63;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT12/CT06/SC03/T04;FT12;Bardages & vêtures extérieures;;FT12/CT06;Finitions et Contrôle Final;FT12/CT06/SC03;Nettoyage et Protection des Surfaces Finies;Mise en place / Pose – ;Exécuter la mise en œuvre conformément aux normes DTU/RE 2020.;m²;0,66;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT12/CT06/SC03/T05;FT12;Bardages & vêtures extérieures;;FT12/CT06;Finitions et Contrôle Final;FT12/CT06/SC03;Nettoyage et Protection des Surfaces Finies;Fixations / Assemblages – ;Réaliser ancrages, vissage, scellements, contrôles de couple/adhérence.;m²;0,54;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT12/CT06/SC03/T06;FT12;Bardages & vêtures extérieures;;FT12/CT06;Finitions et Contrôle Final;FT12/CT06/SC03;Nettoyage et Protection des Surfaces Finies;Raccordements – ;Effectuer raccordements fonctionnels et étanches (fluides/élec/air).;m²;0,57;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT12/CT06/SC03/T07;FT12;Bardages & vêtures extérieures;;FT12/CT06;Finitions et Contrôle Final;FT12/CT06/SC03;Nettoyage et Protection des Surfaces Finies;Traitements & protections – ;Appliquer traitements (anticorrosion/étanchéité/feu) et protections provisoires.;m²;0,6;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT12/CT06/SC03/T08;FT12;Bardages & vêtures extérieures;;FT12/CT06;Finitions et Contrôle Final;FT12/CT06/SC03;Nettoyage et Protection des Surfaces Finies;Contrôles qualité – ;Vérifier conformité visuelle et dimensionnelle, PV de contrôle et photos.;m²;0,63;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT12/CT06/SC03/T09;FT12;Bardages & vêtures extérieures;;FT12/CT06;Finitions et Contrôle Final;FT12/CT06/SC03;Nettoyage et Protection des Surfaces Finies;Nettoyage & déblais – ;Évacuer chutes, nettoyer zone, trier déchets selon filières agréées.;m²;0,66;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT12/CT06/SC03/T10;FT12;Bardages & vêtures extérieures;;FT12/CT06;Finitions et Contrôle Final;FT12/CT06/SC03;Nettoyage et Protection des Surfaces Finies;Mises en service / Essais – ;Procéder aux essais, réglages et mise en service avec PV.;m²;0,54;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT12/CT06/SC03/T11;FT12;Bardages & vêtures extérieures;;FT12/CT06;Finitions et Contrôle Final;FT12/CT06/SC03;Nettoyage et Protection des Surfaces Finies;Finitions – ;Réaliser finitions, joints et retouches pour conformité esthétique.;m²;0,57;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT12/CT06/SC03/T12;FT12;Bardages & vêtures extérieures;;FT12/CT06;Finitions et Contrôle Final;FT12/CT06/SC03;Nettoyage et Protection des Surfaces Finies;Réception interne – ;Effectuer auto-contrôle, corriger non-conformités, préparer DOE.;m²;0,6;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT12/CT06/SC03/T13;FT12;Bardages & vêtures extérieures;;FT12/CT06;Finitions et Contrôle Final;FT12/CT06/SC03;Nettoyage et Protection des Surfaces Finies;Études & préparation – ;Analyser plans et CCTP, repérer interfaces et contraintes, établir mode opératoire.;m²;0,63;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT12/CT06/SC03/T14;FT12;Bardages & vêtures extérieures;;FT12/CT06;Finitions et Contrôle Final;FT12/CT06/SC03;Nettoyage et Protection des Surfaces Finies;Traçage & implantation – ;Tracer axes, niveaux et réservations, contrôler tolérances (laser, niveau).;m²;0,66;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT12/CT06/SC03/T15;FT12;Bardages & vêtures extérieures;;FT12/CT06;Finitions et Contrôle Final;FT12/CT06/SC03;Nettoyage et Protection des Surfaces Finies;Approvisionnement & stockage – ;Planifier, réceptionner et stocker matériaux selon fiches techniques.;m²;0,54;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
FT12/CT06/SC03/T16;FT12;Bardages & vêtures extérieures;;FT12/CT06;Finitions et Contrôle Final;FT12/CT06/SC03;Nettoyage et Protection des Surfaces Finies;Mise en place / Pose – ;Exécuter la mise en œuvre conformément aux normes DTU/RE 2020.;m²;0,57;Auto-contrôle + PV + photos;DTU/RE2020, CCTP, notices fabricants
